#Time Flux
-7.154078979695623275e+01 1.330078125000000000e+00
-7.125418076350558749e+01 -1.825683593750000000e+00
-7.096758357292742403e+01 9.921875000000000000e-01
-7.067502188263233620e+01 1.660156250000000000e-01
-7.039220150381709118e+01 3.837890625000000000e-01
-7.010936334829489169e+01 2.238281250000000000e+00
-6.982328979192857332e+01 2.765625000000000000e+00
-6.953400770445125545e+01 2.104492187500000000e+00
-6.925114245753388786e+01 4.904296875000000000e+00
-6.896187812147229579e+01 3.956054687500000000e+00
-6.867581333438840829e+01 2.118164062500000000e+00
-6.838974850034549036e+01 2.843261718750000000e+00
-6.810052013266749782e+01 1.227539062500000000e+00
-6.782077293353972891e+01 6.835937500000000000e-01
-6.752569523681813735e+01 8.071289062500000000e-01
-6.723962249890973908e+01 -2.094726562500000000e+00
-6.695042279535425678e+01 -8.012695312500000000e-01
-6.666435924563791104e+01 -2.147949218750000000e+00
-6.637829566818561489e+01 -4.362792968750000000e+00
-6.609223226279880237e+01 -3.713867187500000000e+00
-6.580616872711050291e+01 -4.051269531250000000e+00
-6.552601663068116977e+01 -3.457031250000000000e+00
-6.523404182477258928e+01 -1.961914062500000000e+00
-6.494797840624539731e+01 -1.905761718750000000e+00
-6.465598165416417942e+01 -1.700195312500000000e+00
-6.437585153126508430e+01 -2.451171875000000000e-01
-6.409573598664201199e+01 1.852539062500000000e+00
-6.379776991982475920e+01 7.343750000000000000e-01
-6.351766147412070040e+01 2.178710937500000000e+00
-6.323159822937248009e+01 2.416503906250000000e+00
-6.293955879828831712e+01 1.162109375000000000e+00
-6.267142766590291103e+01 2.052734375000000000e+00
-6.236563728102919413e+01 -1.891601562500000000e+00
-6.207955251723615220e+01 4.960937500000000000e-01
-6.177994306860159668e+01 -1.220214843750000000e+00
-6.150669161883593006e+01 -1.767578125000000000e+00
-6.122061589434338202e+01 -7.451171875000000000e-01
-6.093161185992914852e+01 -4.742187500000000000e+00
-6.064554565294940858e+01 -3.022949218750000000e+00
-6.035947944562042267e+01 -2.493652343750000000e+00
-6.007341318764349580e+01 -2.140136718750000000e+00
-5.978734682909100684e+01 5.708007812500000000e-01
-5.949234398719943329e+01 -2.901367187500000000e+00
-5.921521400970061677e+01 -1.380371093750000000e+00
-5.892021789708758206e+01 -8.730468750000000000e-01
-5.863415485299572083e+01 -8.837890625000000000e-02
-5.834809187622101945e+01 3.623046875000000000e-01
-5.805594086311725732e+01 2.062500000000000000e+00
-5.777596597362514785e+01 2.304687500000000000e-01
-5.748380281808317704e+01 4.318359375000000000e+00
-5.720384008739290493e+01 2.521484375000000000e+00
-5.691777724397195470e+01 1.498046875000000000e+00
-5.664061381673502638e+01 1.902832031250000000e+00
-5.634565140470601818e+01 1.588867187500000000e+00
-5.608002161515048556e+01 1.421386718750000000e+00
-5.579395873362898328e+01 4.082031250000000000e+00
-5.548746291334771286e+01 5.605468750000000000e+00
-5.518711411230242447e+01 3.682617187500000000e+00
-5.491533737845691121e+01 4.233398437500000000e-01
-5.462201896278622826e+01 3.255859375000000000e+00
-5.434321175270031290e+01 2.359375000000000000e+00
-5.405714896151710036e+01 6.352539062500000000e-01
-5.376491221478613625e+01 3.923828125000000000e+00
-5.347658464942651335e+01 -6.445312500000000000e-02
-5.319163836111749788e+01 -2.056640625000000000e+00
-5.291289813701530420e+01 -1.450195312500000000e+00
-5.261546504076136443e+01 -2.094238281250000000e+00
