#Time Flux
-4.952901934884728519e+00 3.567187500000000000e+01
-4.932867603647189014e+00 3.052343750000000000e+01
-4.912959683151747470e+00 3.146093750000000000e+01
-4.893063072745285069e+00 3.029687500000000000e+01
-4.873160158869033864e+00 2.407812500000000000e+01
-4.853571506333558716e+00 2.470312500000000000e+01
-4.834159241960186648e+00 2.590625000000000000e+01
-4.814154105953676321e+00 3.101562500000000000e+01
-4.793973692542220277e+00 3.677343750000000000e+01
-4.774300500941929926e+00 2.825781250000000000e+01
-4.754348811101237970e+00 2.745312500000000000e+01
-4.735020585218443046e+00 3.275000000000000000e+01
-4.714274928627883554e+00 3.590625000000000000e+01
-4.694263087881026308e+00 2.912500000000000000e+01
-4.674342990736469972e+00 3.331250000000000000e+01
-4.654769658004120458e+00 3.110937500000000000e+01
-4.635531461513920704e+00 3.267187500000000000e+01
-4.615883274547421422e+00 3.469531250000000000e+01
-4.596118883512151143e+00 3.516406250000000000e+01
-4.576567838610230865e+00 4.121875000000000000e+01
-4.556601772595602284e+00 3.992968750000000000e+01
-4.536466070701173692e+00 2.965625000000000000e+01
-4.516136719384686415e+00 2.643750000000000000e+01
-4.496236795735640612e+00 3.195312500000000000e+01
-4.476193952140619103e+00 1.894531250000000000e+01
-4.456536821510255209e+00 3.123437500000000000e+01
-4.436646703296752037e+00 2.832812500000000000e+01
-4.417163965330168196e+00 2.482812500000000000e+01
-4.396912293480287559e+00 3.153906250000000000e+01
-4.377987672235811090e+00 2.490625000000000000e+01
-4.357652735491875262e+00 2.846875000000000000e+01
-4.337767923873649067e+00 2.687500000000000000e+01
-4.318205451548465135e+00 2.235937500000000000e+01
-4.297904525314557134e+00 2.740625000000000000e+01
-4.277659448658280184e+00 2.600781250000000000e+01
-4.257596112634974617e+00 2.864062500000000000e+01
-4.237597660404588851e+00 2.990625000000000000e+01
-4.217300021438866509e+00 3.557812500000000000e+01
-4.197900901742151802e+00 3.204687500000000000e+01
-4.178417258280425983e+00 2.664062500000000000e+01
-4.158740257945506613e+00 2.135156250000000000e+01
-4.138393861147072528e+00 2.967187500000000000e+01
-4.118656944108096241e+00 1.907031250000000000e+01
-4.099490623407469059e+00 1.845312500000000000e+01
-4.079057198260848338e+00 1.920312500000000000e+01
-4.059042650910868133e+00 2.852343750000000000e+01
-4.040353557776715121e+00 2.059375000000000000e+01
-4.020034195318338277e+00 2.149218750000000000e+01
-3.999651172029587087e+00 2.206250000000000000e+01
-3.980111924547287572e+00 1.225000000000000000e+01
-3.960644346744825128e+00 1.745312500000000000e+01
-3.940975027245478657e+00 1.875000000000000000e+01
-3.921795653250644165e+00 9.929687500000000000e+00
-3.901924406695659542e+00 2.068750000000000000e+01
-3.882083941501335289e+00 1.470312500000000000e+01
-3.862133706668139155e+00 2.421875000000000000e+01
-3.841699395426296348e+00 1.150000000000000000e+01
-3.821527867883560248e+00 1.207812500000000000e+01
-3.802354066040454228e+00 1.202343750000000000e+01
-3.782217626203802752e+00 9.671875000000000000e+00
-3.761886499547863139e+00 7.710937500000000000e+00
-3.741933385678599677e+00 6.375000000000000000e+00
-3.722443190062826091e+00 3.421875000000000000e+00
-3.702081496681820738e+00 6.312500000000000000e+00
-3.681647699239000815e+00 6.859375000000000000e+00
-3.662838510393392255e+00 7.281250000000000000e+00
-3.642855630799019195e+00 1.385937500000000000e+01
-3.622514633098777637e+00 1.867187500000000000e+01
-3.602540634625661653e+00 8.617187500000000000e+00
-3.582707351232279791e+00 1.032812500000000000e+01
-3.562485123280250576e+00 1.645312500000000000e+01
-3.542749015081817276e+00 8.875000000000000000e+00
-3.523383164417488445e+00 5.265625000000000000e+00
-3.502950083627389688e+00 3.640625000000000000e+00
-3.483195899509887283e+00 7.968750000000000000e-01
-3.463901441870319786e+00 5.218750000000000000e+00
-3.443836733625367685e+00 4.640625000000000000e+00
-3.423935952944901828e+00 -1.273437500000000000e+00
-3.404478132854290351e+00 -7.367187500000000000e+00
-3.384355879574300729e+00 -9.250000000000000000e+00
-3.365049959601339680e+00 -3.359375000000000000e-01
-3.345704290656485114e+00 -7.406250000000000000e+00
-3.325271587175720356e+00 -7.546875000000000000e+00
-3.305089481130575990e+00 -6.820312500000000000e+00
-3.286131941025118408e+00 -6.703125000000000000e+00
