#Time Flux
-9.383449082429990540e+00 -2.136718750000000000e+00
-9.346050290587072595e+00 -2.273437500000000000e+00
-9.308753604185938002e+00 -1.957031250000000000e+00
-9.270850130291250935e+00 -2.324218750000000000e+00
-9.232762016623667023e+00 -3.015625000000000000e+00
-9.194036328523850443e+00 -1.976562500000000000e+00
-9.158644776468804594e+00 9.765625000000000000e-02
-9.120237549849605330e+00 -2.677734375000000000e+00
-9.082116804709414737e+00 -1.976562500000000000e+00
-9.044396613718674871e+00 -3.902343750000000000e+00
-9.006839059095455013e+00 -2.746093750000000000e+00
-8.969258229800232129e+00 -1.171875000000000000e+00
-8.931906200579419419e+00 -3.078125000000000000e+00
-8.894909084640232777e+00 -1.839843750000000000e+00
-8.856207881485971711e+00 -1.082031250000000000e+00
-8.819298250379006276e+00 -1.562500000000000000e+00
-8.781252620393502184e+00 -3.472656250000000000e+00
-8.744225955377828541e+00 -1.839843750000000000e+00
-8.706152703497650691e+00 -2.976562500000000000e+00
-8.668326503063440214e+00 -2.822265625000000000e+00
-8.630849960601835846e+00 -2.796875000000000000e+00
-8.593583919719264941e+00 1.039062500000000000e+00
-8.556022956811972335e+00 -2.863281250000000000e+00
-8.519375885896920408e+00 -9.804687500000000000e-01
-8.480463576816930527e+00 -1.515625000000000000e+00
-8.441753783242631926e+00 -9.062500000000000000e-01
-8.405752338077633112e+00 -1.634765625000000000e+00
-8.367639429950259000e+00 -1.812500000000000000e+00
-8.330941152460468402e+00 -2.582031250000000000e+00
-8.292767253341651212e+00 -1.875000000000000000e+00
-8.254054716779990031e+00 -2.570312500000000000e+00
-8.216992007984401880e+00 -2.839843750000000000e+00
-8.179968761804957467e+00 -2.636718750000000000e+00
-8.141667393211889703e+00 -1.904296875000000000e+00
-8.104004206384104236e+00 -2.275390625000000000e+00
-8.066225449355385990e+00 -6.699218750000000000e-01
-8.029157887682856654e+00 -2.582031250000000000e+00
-7.992107042277666551e+00 -1.992187500000000000e-01
-7.953199627743742894e+00 -2.308593750000000000e+00
-7.916288468236672315e+00 -2.541015625000000000e+00
-7.879238647744330137e+00 -2.453125000000000000e+00
-7.841290080913609017e+00 -1.628906250000000000e+00
-7.803625756857854867e+00 -2.039062500000000000e+00
-7.767017537499214086e+00 -1.058593750000000000e+00
-7.728388028443703206e+00 -5.976562500000000000e-01
-7.690285980559167456e+00 -1.175781250000000000e+00
-7.653646948885750589e+00 -1.773437500000000000e+00
-7.616118548217087891e+00 -1.931640625000000000e+00
-7.579456860554842024e+00 -5.156250000000000000e-01
-7.540293000908093290e+00 -6.464843750000000000e-01
-7.502711367981959256e+00 5.468750000000000000e-02
-7.465525831914021637e+00 -1.894531250000000000e+00
-7.428291274214387840e+00 -4.785156250000000000e-01
-7.389347365396645273e+00 -1.869140625000000000e+00
-7.351728505519076862e+00 -7.265625000000000000e-01
-7.314033239976026834e+00 -6.914062500000000000e-01
-7.277844056818594254e+00 8.632812500000000000e-01
-7.239762092719473685e+00 -1.042968750000000000e+00
-7.201266432956401786e+00 -1.406250000000000000e-01
-7.164075623747464761e+00 -3.183593750000000000e-01
-7.126960293657703005e+00 9.375000000000000000e-02
-7.089076837643119688e+00 -1.445312500000000000e-01
-7.051816390271142154e+00 6.250000000000000000e-02
-7.013265818401123397e+00 -5.898437500000000000e-01
-6.976233806193704368e+00 2.156250000000000000e+00
-6.938858887484258275e+00 1.179687500000000000e+00
-6.901314635748150295e+00 6.582031250000000000e-01
-6.864247840165830894e+00 -7.109375000000000000e-01
-6.826355409027911492e+00 3.652343750000000000e-01
-6.788374411196684832e+00 1.152343750000000000e+00
-6.750649078990733187e+00 2.048828125000000000e+00
-6.713710948839604953e+00 2.082031250000000000e+00
-6.676214340213078913e+00 5.468750000000000000e-02
-6.638021122931746731e+00 1.792968750000000000e+00
-6.598849003295811144e+00 1.843750000000000000e+00
-6.563604017763111642e+00 2.642578125000000000e+00
-6.525619186340520628e+00 3.730468750000000000e+00
-6.487565540523405616e+00 1.583984375000000000e+00
-6.449890351895305685e+00 1.111328125000000000e+00
-6.412297263355725363e+00 9.492187500000000000e-01
-6.374090111100429112e+00 4.691406250000000000e+00
-6.336814111398439309e+00 2.113281250000000000e+00
-6.299577805002286368e+00 3.250000000000000000e+00
-6.261356564082745990e+00 1.738281250000000000e+00
-6.223664921629989522e+00 2.376953125000000000e+00
-6.186287473979604101e+00 2.119140625000000000e+00
-6.149165370736341174e+00 3.343750000000000000e+00
-6.111160624832137955e+00 2.824218750000000000e+00
-6.074066982618944621e+00 2.910156250000000000e+00
-6.035767883269642198e+00 2.681640625000000000e+00
-5.998612577508481536e+00 2.878906250000000000e+00
-5.961382737774130192e+00 3.177734375000000000e+00
-5.924331423011949482e+00 1.380859375000000000e+00
-5.885659031975961852e+00 1.109375000000000000e+00
-5.848425286108806631e+00 1.250000000000000000e+00
-5.810707392350792588e+00 2.683593750000000000e+00
-5.772595407662493017e+00 2.367187500000000000e+00
-5.736283001388528646e+00 3.949218750000000000e+00
-5.697109994351052364e+00 3.914062500000000000e+00
-5.658885784227948079e+00 4.328125000000000000e+00
-5.622039205592329836e+00 3.531250000000000000e+00
-5.585369444079589130e+00 4.435546875000000000e+00
-5.547215088508579584e+00 2.888671875000000000e+00
-5.508700643758032811e+00 4.613281250000000000e+00
-5.471206220165868217e+00 4.863281250000000000e+00
-5.434107237065234131e+00 3.894531250000000000e+00
-5.396860544400283288e+00 4.505859375000000000e+00
-5.359608410871828710e+00 6.660156250000000000e+00
-5.321145309355415520e+00 4.988281250000000000e+00
