#Time Flux
-8.363792478071792402e+01 -6.259765625000000000e+00
-8.329881134806308296e+01 1.220703125000000000e+00
-8.295533943160702961e+01 3.859375000000000000e+00
-8.262644656155117673e+01 2.332031250000000000e+00
-8.229568523809552971e+01 -2.257812500000000000e+00
-8.195950342161262370e+01 7.031250000000000000e-01
-8.162524570567421733e+01 1.070312500000000000e+00
-8.127789032779929812e+01 1.589843750000000000e+00
-8.094904075261982257e+01 8.251953125000000000e+00
-8.062211625167654461e+01 1.718750000000000000e+00
-8.028397416429828581e+01 2.351562500000000000e+00
-7.994976697366456619e+01 -4.324218750000000000e+00
-7.961432566031803049e+01 -4.416015625000000000e+00
-7.927355310872624727e+01 -3.732421875000000000e+00
-7.894469123957219381e+01 -2.429687500000000000e+00
-7.861310420230512364e+01 -2.929687500000000000e-01
-7.827234762300832926e+01 -2.923828125000000000e+00
-7.793053802062047453e+01 -5.498046875000000000e+00
-7.760360994537757051e+01 -6.642578125000000000e+00
-7.726919676145166704e+01 -3.554687500000000000e-01
-7.693290923833586703e+01 -7.734375000000000000e-01
-7.659686113302342392e+01 6.404296875000000000e+00
-7.625860861010909275e+01 -1.324218750000000000e+00
-7.592453184806601030e+01 2.304687500000000000e+00
-7.559370310371718915e+01 4.296875000000000000e-02
-7.525737343719987393e+01 -5.117187500000000000e-01
-7.491941949401348211e+01 -4.843750000000000000e+00
-7.458778302510910407e+01 8.847656250000000000e-01
-7.426085324345041272e+01 -1.750000000000000000e+00
-7.391349038314803011e+01 -9.296875000000000000e-01
-7.356612745131570819e+01 -1.562500000000000000e+00
-7.324589014334452486e+01 -4.820312500000000000e+00
-7.290753311735346642e+01 -5.230468750000000000e+00
-7.257357462472810994e+01 -1.843750000000000000e+00
-7.224271976172872201e+01 2.304687500000000000e-01
-7.190279591968271689e+01 -2.390625000000000000e+00
-7.156843703038589410e+01 3.292968750000000000e+00
-7.122850521184579975e+01 4.244140625000000000e+00
-7.089809569888694796e+01 3.707031250000000000e+00
-7.056920141682240910e+01 -5.820312500000000000e-01
-7.023206127485065053e+01 -7.031250000000000000e-02
-6.989492118829986111e+01 6.654296875000000000e+00
-6.955778107873521776e+01 1.289257812500000000e+01
-6.922261674027487288e+01 1.117968750000000000e+01
-6.889174092245934844e+01 1.907031250000000000e+01
-6.856877113232422971e+01 -8.945312500000000000e-01
-6.821119925404292417e+01 -5.751953125000000000e+00
-6.788427641747131247e+01 -1.232421875000000000e+00
-6.748187921800104050e+01 -4.621093750000000000e+00
-6.719582047210838027e+01 -7.867187500000000000e+00
-6.687667237885386839e+01 -7.972656250000000000e+00
-6.652153905974387271e+01 -6.300781250000000000e+00
-6.620386899910494094e+01 -2.123046875000000000e+00
-6.586769056565367464e+01 6.796875000000000000e-01
-6.553590689609774245e+01 -7.441406250000000000e-01
-6.520263929504193356e+01 3.083984375000000000e+00
-6.486161301367320675e+01 2.617187500000000000e+00
-6.452687890419099404e+01 -9.765625000000000000e-02
-6.419420308296940902e+01 -6.943359375000000000e+00
-6.386038859969340820e+01 -7.589843750000000000e+00
-6.352379206404367551e+01 -6.261718750000000000e+00
-6.319299987631058002e+01 -4.638671875000000000e+00
-6.285281175387621033e+01 -6.246093750000000000e+00
-6.251872021955460923e+01 -4.822265625000000000e+00
-6.219179673117361062e+01 -4.023437500000000000e-01
-6.184644182651919664e+01 -3.261718750000000000e+00
-6.151551547926624153e+01 -7.109375000000000000e-01
-6.117727997635205384e+01 5.332031250000000000e-01
-6.084323750341610548e+01 9.433593750000000000e-01
-6.051431174211006692e+01 8.984375000000000000e-01
-6.017464326728429569e+01 3.511718750000000000e+00
-5.984587563998576343e+01 1.841796875000000000e+00
-5.950174625457196953e+01 4.435546875000000000e+00
-5.916975762263410843e+01 4.371093750000000000e+00
-5.882883034275613454e+01 1.062500000000000000e+00
-5.849913139660554862e+01 2.351562500000000000e+00
-5.816153732988811953e+01 1.042968750000000000e+00
-5.782621042258955413e+01 3.398437500000000000e-01
-5.749427505069417066e+01 -1.160156250000000000e+00
-5.715327052187961954e+01 4.304687500000000000e+00
-5.682180646898706300e+01 6.275390625000000000e+00
-5.648601536178091465e+01 4.683593750000000000e+00
-5.615067251655176506e+01 5.615234375000000000e+00
-5.581171961211282451e+01 1.392578125000000000e+00
-5.547770838644095193e+01 -4.570312500000000000e+00
-5.514810187464524915e+01 -3.042968750000000000e+00
-5.481758779783359614e+01 4.218750000000000000e-01
-5.447380835927822318e+01 -4.375000000000000000e-01
-5.414687805072378524e+01 -1.234375000000000000e+00
-5.380214414841788084e+01 -8.269531250000000000e+00
-5.346902703468896334e+01 -1.515625000000000000e+00
-5.313297479886460906e+01 -7.902343750000000000e+00
-5.279828983150571275e+01 -4.316406250000000000e+00
-5.246383982641395960e+01 -7.421875000000000000e-02
-5.212223037699078532e+01 -5.322265625000000000e+00
-5.179530295248042648e+01 -2.488281250000000000e+00
-5.146263808961498398e+01 3.953125000000000000e+00
-5.112404634502939871e+01 -1.093750000000000000e+00
-5.079034800274422423e+01 -2.326171875000000000e+00
-5.044974136059948933e+01 3.750000000000000000e+00
-5.011979879488427514e+01 1.902343750000000000e+00
-4.978715809927211922e+01 6.054687500000000000e+00
-4.946023520125140749e+01 6.097656250000000000e+00
-4.911287974455603944e+01 2.695312500000000000e-01
-4.877543826429058527e+01 3.953125000000000000e+00
-4.844429312693029033e+01 3.082031250000000000e+00
-4.810640053507160019e+01 3.527343750000000000e+00
-4.777295162821513941e+01 1.605468750000000000e+00
-4.743740019961819598e+01 2.320312500000000000e+00
-4.709986537102844295e+01 -3.398437500000000000e+00
-4.676878585504238117e+01 -6.125000000000000000e+00
-4.643619925980578955e+01 -3.628906250000000000e+00
-4.609619496659058768e+01 -3.195312500000000000e+00
-4.576389646538046918e+01 4.093750000000000000e+00
-4.542429026225903499e+01 -1.679687500000000000e-01
-4.509158911550713356e+01 -8.281250000000000000e-01
