#Time Flux
-9.611158192317304838e+00 -1.289062500000000000e+00
-9.572386619894558635e+00 -9.414062500000000000e-01
-9.533047250621315527e+00 3.187500000000000000e+00
-9.495111701348825761e+00 -6.714843750000000000e+00
-9.456472813596491278e+00 -2.429687500000000000e+00
-9.418885886132187579e+00 -4.218750000000000000e+00
-9.379229363105586970e+00 -1.562500000000000000e-01
-9.341572084180121749e+00 -7.500000000000000000e-01
-9.303168318936435810e+00 -3.625000000000000000e+00
-9.263840433034189914e+00 -1.222656250000000000e+00
-9.225633233166057323e+00 -2.203125000000000000e+00
-9.186982064730305098e+00 7.500000000000000000e-01
-9.148544896047273056e+00 -1.085937500000000000e+00
-9.109438239649012559e+00 -2.484375000000000000e+00
-9.071602698711245694e+00 -3.882812500000000000e+00
-9.031691084219662713e+00 -3.390625000000000000e+00
-8.994197938036720075e+00 -1.570312500000000000e+00
-8.955783638510105504e+00 -2.195312500000000000e+00
-8.916477155009900457e+00 5.468750000000000000e-02
-8.879178805738924041e+00 -2.312500000000000000e+00
-8.840654944348486310e+00 -1.015625000000000000e+00
-8.801682731519267833e+00 -1.785156250000000000e+00
-8.763367196934716219e+00 -4.296875000000000000e-01
-8.725037125019312612e+00 1.132812500000000000e+00
-8.684458417134628405e+00 -2.820312500000000000e+00
-8.646821024138532152e+00 -1.562500000000000000e-01
-8.609929672811581725e+00 -2.277343750000000000e+00
-8.571277909238197878e+00 -4.445312500000000000e+00
-8.532117689695581930e+00 -1.406250000000000000e-01
-8.493278569107630460e+00 1.773437500000000000e+00
-8.454462757070459134e+00 -9.062500000000000000e-01
-8.416894993829931337e+00 6.992187500000000000e-01
-8.377805581000163926e+00 3.285156250000000000e+00
-8.340311931146331403e+00 -3.148437500000000000e+00
-8.300796185118443304e+00 -2.968750000000000000e+00
-8.262595782089604768e+00 3.148437500000000000e+00
-8.223907425776779689e+00 -3.515625000000000000e-01
-8.185147743701968182e+00 -4.011718750000000000e+00
-8.146966106180386191e+00 -1.296875000000000000e+00
-8.107807597517393106e+00 -8.593750000000000000e-01
-8.069526508633874329e+00 -2.609375000000000000e+00
-8.030556395861530916e+00 -4.515625000000000000e+00
-7.992940242269135354e+00 -2.023437500000000000e+00
-7.953410846508987220e+00 -5.828125000000000000e+00
-7.915258044799557524e+00 4.296875000000000000e-01
-7.877220900439294127e+00 -2.632812500000000000e+00
-7.838917377541733345e+00 -3.398437500000000000e+00
-7.800594476566502067e+00 -2.453125000000000000e+00
-7.762167958720112892e+00 -4.941406250000000000e+00
-7.723376911239761000e+00 -6.957031250000000000e+00
-7.684447339019428114e+00 -5.343750000000000000e+00
-7.646163723200729123e+00 -4.246093750000000000e+00
-7.608667233927867812e+00 -6.054687500000000000e+00
-7.569691992750428255e+00 -1.500000000000000000e+00
-7.530574243788727529e+00 -5.179687500000000000e+00
-7.492092308043645232e+00 2.996093750000000000e+00
-7.453492947819622572e+00 -1.949218750000000000e+00
-7.414791020320137704e+00 -3.691406250000000000e+00
-7.376433191944684609e+00 -2.562500000000000000e+00
-7.338935633405633041e+00 -1.562500000000000000e+00
-7.300053688892287340e+00 -4.527343750000000000e+00
-7.261372177285508656e+00 -3.597656250000000000e+00
-7.222663734882154074e+00 -3.953125000000000000e+00
-7.183901684566812662e+00 -2.863281250000000000e+00
-7.145275494695844998e+00 -4.175781250000000000e+00
-7.106459125046530545e+00 -6.484375000000000000e+00
-7.069035119301730674e+00 -6.304687500000000000e+00
-7.029844007048279053e+00 -7.238281250000000000e+00
-6.991707453083684243e+00 -7.472656250000000000e+00
-6.952668692889485413e+00 -4.609375000000000000e+00
-6.914118667009326202e+00 -4.277343750000000000e+00
-6.875576324066848599e+00 -9.355468750000000000e+00
-6.837915815253396090e+00 -8.113281250000000000e+00
-6.799162414474867688e+00 -4.679687500000000000e+00
-6.760432385114825138e+00 -3.644531250000000000e+00
-6.722565060794309488e+00 -8.398437500000000000e+00
-6.682819356024424451e+00 -8.675781250000000000e+00
-6.644943166529841960e+00 -6.640625000000000000e+00
-6.606887452487484325e+00 -8.058593750000000000e+00
-6.566685667676793514e+00 -6.531250000000000000e+00
-6.529336665862651046e+00 -5.390625000000000000e-01
-6.490757578440522479e+00 -2.976562500000000000e+00
-6.451786221525857457e+00 -5.503906250000000000e+00
-6.413467442759149151e+00 -4.695312500000000000e+00
-6.375282440080219715e+00 -3.945312500000000000e+00
-6.335454640516559266e+00 -5.300781250000000000e+00
-6.297003070703375727e+00 -7.609375000000000000e+00
-6.260028006754460250e+00 -3.578125000000000000e+00
-6.221420520584580061e+00 -4.265625000000000000e+00
-6.181968222114086586e+00 -9.304687500000000000e+00
-6.144040215193847132e+00 -8.257812500000000000e+00
-6.105201565416358278e+00 -1.055468750000000000e+01
-6.067750924460739270e+00 -8.953125000000000000e+00
-6.028361701438406328e+00 -5.804687500000000000e+00
-5.990441046545790016e+00 -6.820312500000000000e+00
-5.950836265241733258e+00 -1.146093750000000000e+01
-5.912707152220221474e+00 -7.234375000000000000e+00
-5.874050587767634113e+00 -3.351562500000000000e+00
-5.835975600301516408e+00 -9.601562500000000000e+00
-5.797441405203024090e+00 -6.617187500000000000e+00
-5.758816709823697977e+00 -5.820312500000000000e+00
-5.720366644088386465e+00 -7.890625000000000000e+00
-5.681383523134542202e+00 -7.070312500000000000e+00
-5.643109327562008559e+00 -6.628906250000000000e+00
-5.604870747836308453e+00 -4.292968750000000000e+00
-5.565472443130275337e+00 -4.843750000000000000e-01
-5.527412713552166679e+00 -6.132812500000000000e+00
-5.489497927005274391e+00 -6.984375000000000000e+00
-5.450525175485985585e+00 -8.468750000000000000e+00
-5.412264673322226827e+00 -5.183593750000000000e+00
-5.373963038211527987e+00 -5.820312500000000000e+00
-5.334427592331252299e+00 -2.531250000000000000e+00
-5.295791403910278916e+00 -5.101562500000000000e+00
-5.258765484517375910e+00 -9.421875000000000000e+00
-5.219012815861354682e+00 -8.453125000000000000e+00
-5.180964980999846148e+00 -8.390625000000000000e+00
-5.142256206112222117e+00 -7.148437500000000000e+00
-5.103923749424275513e+00 -7.460937500000000000e+00
-5.065705416468880173e+00 -1.906250000000000000e+00
-5.026694769556961262e+00 -5.109375000000000000e+00
-4.989243814475806005e+00 -5.613281250000000000e+00
-4.950104684760319174e+00 -7.968750000000000000e+00
-4.911449003706778171e+00 -1.058593750000000000e+01
-4.873126429637402168e+00 -2.101562500000000000e+00
