#Time Flux
-8.793666912770072486e+01 -1.968750000000000000e+00
-8.759437054719876414e+01 -2.865234375000000000e+00
-8.723149759331863606e+01 -7.476562500000000000e+00
-8.689957006537485995e+01 -3.894531250000000000e+00
-8.654668491589950463e+01 -6.003906250000000000e+00
-8.618946481816033156e+01 -2.304687500000000000e+00
-8.584205318454769440e+01 1.222656250000000000e+00
-8.549477013261957836e+01 8.335937500000000000e+00
-8.512696380827719622e+01 8.320312500000000000e-01
-8.476892706837065816e+01 -5.839843750000000000e+00
-8.442715535953800554e+01 -6.093750000000000000e+00
-8.407446984899024756e+01 -3.662109375000000000e+00
-8.371703799507258736e+01 -6.601562500000000000e-01
-8.336966483184687604e+01 5.117187500000000000e-01
-8.301726253635263220e+01 1.111328125000000000e+00
-8.266454406820002987e+01 2.548828125000000000e+00
-8.231199003268613978e+01 1.880859375000000000e+00
-8.197013068728642793e+01 5.296875000000000000e+00
-8.160232927124684466e+01 -5.898437500000000000e-01
-8.125461680288526622e+01 -3.869140625000000000e+00
-8.093268813750398749e+01 -2.937500000000000000e+00
-8.054980751411812889e+01 -4.781250000000000000e+00
-8.017198970952972559e+01 -2.574218750000000000e+00
-7.984468786077877667e+01 -4.921875000000000000e-01
-7.949209616800214917e+01 -5.812500000000000000e+00
-7.913987644475446359e+01 -5.929687500000000000e+00
-7.878251530192733298e+01 -1.373437500000000000e+01
-7.843475745050409387e+01 -1.192773437500000000e+01
-7.808738297795525796e+01 -6.791015625000000000e+00
-7.772495932582080513e+01 -1.472656250000000000e+00
-7.737260575694904219e+01 2.695312500000000000e+00
-7.702482533357715511e+01 7.146484375000000000e+00
-7.667703396647380032e+01 4.808593750000000000e+00
-7.632000913998808755e+01 1.197265625000000000e+01
-7.596269459996051410e+01 9.933593750000000000e+00
-7.561489181751630895e+01 1.008984375000000000e+01
-7.526707817678220636e+01 7.058593750000000000e+00
-7.491007302891694053e+01 7.726562500000000000e+00
-7.455278152864570984e+01 -1.562500000000000000e-02
-7.420495666546730718e+01 -2.927734375000000000e+00
-7.385712093643928711e+01 -6.835937500000000000e-01
-7.349023738757182400e+01 -4.781250000000000000e+00
-7.314286694159613944e+01 -4.101562500000000000e+00
-7.279454368883421012e+01 -4.687500000000000000e+00
-7.244716247175642820e+01 -9.199218750000000000e+00
-7.208032150738813471e+01 -1.126953125000000000e+01
-7.173196570070399503e+01 -1.102343750000000000e+01
-7.138508185505588699e+01 -6.916015625000000000e+00
-7.103720270962480754e+01 -3.199218750000000000e+00
-7.066023964658234036e+01 -7.964843750000000000e+00
-7.032795537895856341e+01 -1.535156250000000000e+01
-6.997514217439629647e+01 -1.384179687500000000e+01
-6.962724157786692558e+01 -1.016796875000000000e+01
-6.927054510258471964e+01 -7.410156250000000000e+00
-6.891802392082956885e+01 6.171875000000000000e-01
-6.856520106362904698e+01 2.343750000000000000e-02
-6.821276281866869340e+01 -3.978515625000000000e+00
-6.786036867219399937e+01 2.093750000000000000e+00
-6.750319115241813961e+01 9.472656250000000000e+00
-6.715581881550838261e+01 7.156250000000000000e+00
-6.680283186868894063e+01 -1.861328125000000000e+00
-6.645042317804063714e+01 5.085937500000000000e+00
-6.610304504283294591e+01 4.824218750000000000e+00
-6.574473368228177605e+01 1.253515625000000000e+01
-6.539289949448777861e+01 1.468945312500000000e+01
-6.504077853056674030e+01 1.785351562500000000e+01
-6.469309756066240880e+01 1.418750000000000000e+01
-6.433536876694734019e+01 8.150390625000000000e+00
-6.398296565584371365e+01 4.039062500000000000e+00
-6.363117902487283573e+01 4.511718750000000000e+00
-6.327828225874020518e+01 -9.648437500000000000e-01
-6.292542190613994535e+01 -3.884765625000000000e+00
-6.257804341667315384e+01 -8.326171875000000000e+00
