#Time Flux
-1.012994352033463663e+00 6.056250000000000000e+01
-1.008574276202782283e+00 7.003125000000000000e+01
-1.004895066748340948e+00 2.975000000000000000e+01
-1.000718713629494605e+00 2.009375000000000000e+01
-9.970015038943547125e-01 4.818750000000000000e+01
-9.925848108131969383e-01 -8.156250000000000000e+00
-9.882307779663808134e-01 3.512500000000000000e+01
-9.845401753673366230e-01 2.437500000000000000e+00
-9.804861568270251126e-01 -1.462500000000000000e+01
-9.767859990001515058e-01 -5.937500000000000000e-01
-9.721510892804428039e-01 -3.362500000000000000e+01
-9.679061630419538709e-01 -1.200000000000000000e+01
-9.642730761715583299e-01 -3.834375000000000000e+01
-9.602451258242936660e-01 -2.968750000000000000e+01
-9.564074344288981955e-01 -2.503125000000000000e+01
-9.518950696247379106e-01 -4.493750000000000000e+01
-9.478050481491995249e-01 -3.831250000000000000e+01
-9.438387431636883207e-01 -5.018750000000000000e+01
-9.398943115189122288e-01 -5.775000000000000000e+01
-9.360021885159302002e-01 -4.725000000000000000e+01
-9.315156921834431003e-01 -6.006250000000000000e+01
-9.276842974101997541e-01 -6.231250000000000000e+01
-9.234509297000421668e-01 -6.237500000000000000e+01
-9.196263173678853597e-01 -5.496875000000000000e+01
-9.157723432139901476e-01 -5.406250000000000000e+01
-9.112136227382059417e-01 -6.300000000000000000e+01
-9.073515989368812207e-01 -5.940625000000000000e+01
-9.030762280616109194e-01 -6.246875000000000000e+01
-8.993219833801102681e-01 -6.200000000000000000e+01
-8.954048367508944395e-01 -3.796875000000000000e+01
-8.908304118173813180e-01 -6.462500000000000000e+01
-8.871506245844651417e-01 -5.962500000000000000e+01
-8.827561570701298876e-01 -4.631250000000000000e+01
-8.790102782325210917e-01 -3.925000000000000000e+01
-8.749711365185062206e-01 -3.193750000000000000e+01
-8.706617389087174530e-01 -4.750000000000000000e+01
-8.668104554599844747e-01 -3.362500000000000000e+01
-8.625962717628059551e-01 -2.618750000000000000e+01
-8.586372870144454161e-01 -2.318750000000000000e+01
-8.546284145548148636e-01 -4.125000000000000000e+00
-8.505604327905640361e-01 -1.006250000000000000e+01
-8.464112512383628051e-01 -3.500000000000000000e+00
-8.423792406324723814e-01 2.765625000000000000e+01
-8.384604346602646530e-01 -5.156250000000000000e+00
-8.342441322135369930e-01 2.596875000000000000e+01
-8.302988102483102040e-01 5.000000000000000000e+01
