#Time Flux
-1.439457607833311670e+00 1.528125000000000000e+01
-1.433861794090496744e+00 2.734375000000000000e+00
-1.428053709999462129e+00 -3.597265625000000000e+01
-1.422285908288564826e+00 -1.800000000000000000e+01
-1.416616641913165608e+00 7.253906250000000000e+00
-1.410588910415278008e+00 -3.242187500000000000e+00
-1.404851941700048457e+00 -4.160156250000000000e+01
-1.399321804571041383e+00 -2.668359375000000000e+01
-1.393225724983679470e+00 1.359375000000000000e+01
-1.387664294095426243e+00 -6.488281250000000000e+00
-1.381831059054650979e+00 5.894531250000000000e+00
-1.376060291717895012e+00 -1.039843750000000000e+01
-1.370353532421573206e+00 1.483203125000000000e+01
-1.364652973159415694e+00 1.950000000000000000e+01
-1.358954728954063995e+00 1.553125000000000000e+01
-1.353054960969263476e+00 1.028906250000000000e+01
-1.347314570450945936e+00 2.411718750000000000e+01
-1.341336008017272263e+00 3.219921875000000000e+01
-1.335873262162916575e+00 3.972656250000000000e+01
-1.330194005264761614e+00 1.803515625000000000e+01
-1.324173833628048413e+00 2.992968750000000000e+01
-1.318763412094000387e+00 7.020312500000000000e+01
-1.312585460853462394e+00 4.439843750000000000e+01
-1.306918652713068951e+00 4.041406250000000000e+01
-1.301082414409780341e+00 4.409765625000000000e+01
-1.295104504729692962e+00 6.631250000000000000e+01
-1.289622644767174364e+00 5.973828125000000000e+01
-1.283716925649027729e+00 5.764453125000000000e+01
-1.278169956370692972e+00 1.228750000000000000e+02
-1.272113206855660650e+00 7.643750000000000000e+01
-1.266482831558384703e+00 2.757812500000000000e+00
-1.260947345605263337e+00 1.137109375000000000e+02
-1.255095624540441435e+00 6.364843750000000000e+01
-1.249295149597465127e+00 1.116250000000000000e+02
-1.243238143780871496e+00 7.942187500000000000e+01
-1.237630131381450838e+00 1.288593750000000000e+02
-1.231901509633761549e+00 1.438984375000000000e+02
-1.226040706824509385e+00 1.146718750000000000e+02
-1.220165969184872523e+00 1.765937500000000000e+02
-1.214649063112197780e+00 1.442421875000000000e+02
-1.208971115519766215e+00 2.101875000000000000e+02
-1.203035769740244731e+00 1.973710937500000000e+02
-1.197427848559161845e+00 2.115937500000000000e+02
-1.191725862022998683e+00 2.142968750000000000e+02
-1.185679828544964565e+00 2.035898437500000000e+02
-1.179891077338513838e+00 1.981367187500000000e+02
-1.174195530830322909e+00 3.293671875000000000e+02
-1.168322112297008886e+00 2.281289062500000000e+02
