#Time Flux
-1.894105638704219885e+00 6.754687500000000000e+01
-1.886117626488207577e+00 6.312500000000000000e+01
-1.878559208936477987e+00 6.724218750000000000e+01
-1.871508690863787905e+00 5.975000000000000000e+01
-1.863526138417299194e+00 6.542187500000000000e+01
-1.856041021798864321e+00 7.196093750000000000e+01
-1.848227899783754680e+00 5.926562500000000000e+01
-1.840648967490352561e+00 7.950000000000000000e+01
-1.833528664610575731e+00 6.198437500000000000e+01
-1.825237922682070746e+00 5.718750000000000000e+01
-1.817901226816998062e+00 6.626562500000000000e+01
-1.810603431819451714e+00 5.287500000000000000e+01
-1.802842750580870401e+00 6.272656250000000000e+01
-1.795120116085834994e+00 6.375000000000000000e+01
-1.787802235300489428e+00 4.889062500000000000e+01
-1.780035337394458850e+00 6.654687500000000000e+01
-1.772884421271090361e+00 6.010937500000000000e+01
-1.764570212358101742e+00 5.552343750000000000e+01
-1.757585389215396532e+00 5.567187500000000000e+01
-1.749763312080554911e+00 5.635937500000000000e+01
-1.742353832258313417e+00 4.276562500000000000e+01
-1.734437054140380852e+00 4.632031250000000000e+01
-1.726842418094989284e+00 4.876562500000000000e+01
-1.719709627631360149e+00 5.122265625000000000e+01
-1.711824533245209778e+00 4.088281250000000000e+01
-1.703717194959121883e+00 4.203125000000000000e+01
-1.696927056828002378e+00 4.303125000000000000e+01
-1.689364583472146464e+00 3.342968750000000000e+01
-1.681357099044781478e+00 3.282812500000000000e+01
-1.673825714342250137e+00 2.876562500000000000e+01
-1.666186374627816491e+00 3.801562500000000000e+01
-1.658569027320208278e+00 3.204687500000000000e+01
-1.651165146237707049e+00 1.939843750000000000e+01
-1.643076632718530661e+00 2.814843750000000000e+01
-1.635835084192819977e+00 3.035937500000000000e+01
-1.628468138710029933e+00 2.493750000000000000e+01
-1.620383194990550280e+00 2.299218750000000000e+01
-1.612921348448564274e+00 6.828125000000000000e+00
-1.606092384842034093e+00 2.616015625000000000e+01
-1.597817911357935827e+00 1.566406250000000000e+01
-1.590334558256451203e+00 1.145312500000000000e+01
-1.582813991197157932e+00 1.237890625000000000e+01
-1.574951624084876656e+00 1.416406250000000000e+01
-1.567814235413621304e+00 1.276562500000000000e+01
-1.559595382123596607e+00 3.812500000000000000e+00
-1.552195839225557705e+00 2.406250000000000000e+00
-1.545222891770075435e+00 3.945312500000000000e+00
-1.537219261521837410e+00 5.578125000000000000e+00
-1.529373650620637903e+00 -2.968750000000000000e+00
-1.522236057864436276e+00 -1.109375000000000000e+00
-1.514385695472249438e+00 3.718750000000000000e+00
-1.506739905672676016e+00 -4.289062500000000000e+00
-1.498912070646408523e+00 -2.096875000000000000e+01
-1.491747182456109044e+00 -8.398437500000000000e+00
-1.484138392503307813e+00 -2.094531250000000000e+01
-1.476636165765320641e+00 -1.665625000000000000e+01
-1.468824046002062289e+00 -2.242968750000000000e+01
-1.461295821665569150e+00 -2.679687500000000000e+01
-1.453969408064816449e+00 -3.004687500000000000e+01
-1.446184937819754879e+00 -2.547656250000000000e+01
-1.438087327838243112e+00 -2.689843750000000000e+01
-1.431153069233968012e+00 -2.721875000000000000e+01
-1.423040826483136456e+00 -3.463281250000000000e+01
-1.415714550802896099e+00 -3.088281250000000000e+01
-1.408234168258070795e+00 -4.775781250000000000e+01
-1.400642210455494308e+00 -3.995312500000000000e+01
-1.393077366779269965e+00 -4.670312500000000000e+01
-1.385523725145855423e+00 -4.967968750000000000e+01
-1.377428663723350155e+00 -4.750000000000000000e+01
-1.370205318702517161e+00 -5.393750000000000000e+01
-1.362739287445958070e+00 -4.918750000000000000e+01
-1.354623356997304739e+00 -5.360156250000000000e+01
-1.347283530866972612e+00 -5.432031250000000000e+01
-1.340461875452554352e+00 -5.515625000000000000e+01
-1.332234869018364520e+00 -5.629687500000000000e+01
